"Ebene";"EDV-Code";"Code";"Ebene Erl.";"Titel/Erläuterungstext"
4;"01117";"01.1.1.7";"001.001";"cornflakes, oatflakes, muesli etc."
4;"01118";"01.1.1.8";"000";"Other cereal products"
4;"01118";"01.1.1.8";"001";"Includes:"
4;"01118";"01.1.1.8";"001.001";"mixes and doughs for the preparation of bakery products"
4;"01118";"01.1.1.8";"001.002";"other cereal products (malt, malt flour, malt extract, potato starch, tapioca, sago and other starches)"
3;"0112";"01.1.2";"000";"Meat"
3;"0112";"01.1.2";"001";"Includes:"
3;"0112";"01.1.2";"001.001";"fresh, chilled or frozen meat of:"
3;"0112";"01.1.2";"001.001.001";"bovine animals, swine, sheep and goat"
3;"0112";"01.1.2";"001.001.002";"horse, mule, donkey, camel and the like"
3;"0112";"01.1.2";"001.001.003";"poultry (chicken, duck, goose, turkey, guinea fowl)"
3;"0112";"01.1.2";"001.001.004";"hare, rabbit and game (antelope, deer, boar, pheasant, grouse, pigeon, quail, etc.)"
3;"0112";"01.1.2";"001.002";"fresh, chilled or frozen edible offal"
3;"0112";"01.1.2";"001.003";"dried, salted or smoked meat and edible offal (sausages, salami, bacon, ham, pâté, etc.)"
3;"0112";"01.1.2";"001.004";"other preserved or processed meat and meat-based preparations (canned meat, meat extracts, meat juices, meat pies, etc.)"
3;"0112";"01.1.2";"002";"Also Includes:"
3;"0112";"01.1.2";"002.001";"meat and edible offal of marine mammals (seals, walruses, whales, etc.) and exotic animals (kangaroo, ostrich, alligator, etc.)"
3;"0112";"01.1.2";"002.002";"animals and poultry purchased live for consumption as food"
3;"0112";"01.1.2";"003";"Excludes:"
3;"0112";"01.1.2";"003.001";"land and sea snails (s. 01.1.3)"
3;"0112";"01.1.2";"003.002";"lard and other edible animal fats (s. 01.1.5)"
3;"0112";"01.1.2";"003.003";"soups, broths and stocks containing meat (s. 01.1.9)"
4;"01121";"01.1.2.1";"000";"Beef and veal"
4;"01121";"01.1.2.1";"001";"Includes:"
4;"01121";"01.1.2.1";"001.001";"fresh, chilled or frozen meat of bovine animals"
4;"01121";"01.1.2.1";"001.002";"cow or veal purchased live for consumption as food"
4;"01121";"01.1.2.1";"002";"Also includes:"
4;"01121";"01.1.2.1";"002.001";"minced meat made of beef or veal"
4;"01122";"01.1.2.2";"000";"Pork"
4;"01122";"01.1.2.2";"001";"Includes:"
4;"01122";"01.1.2.2";"001.001";"fresh, chilled or frozen meat of swine"
4;"01122";"01.1.2.2";"001.002";"pork purchased live for consumption as food"
4;"01122";"01.1.2.2";"002";"Also includes:"
4;"01122";"01.1.2.2";"002.001";"minced meat made of pork"
4;"01123";"01.1.2.3";"000";"Lamb and goat"
4;"01123";"01.1.2.3";"001";"Includes:"
4;"01123";"01.1.2.3";"001.001";"fresh, chilled or frozen meat of sheep and goat"
4;"01123";"01.1.2.3";"001.002";"lamb and goat purchased live for consumption as food"
4;"01123";"01.1.2.3";"002";"Also includes:"
4;"01123";"01.1.2.3";"002.001";"minced meat made of lamb and goat"
4;"01124";"01.1.2.4";"000";"Poultry"
4;"01124";"01.1.2.4";"001";"Includes:"
4;"01124";"01.1.2.4";"001.001";"fresh, chilled or frozen meat of poultry (chicken, duck, goose, turkey, guinea fowl etc.)"
4;"01124";"01.1.2.4";"001.002";"poultry purchased live for consumption as food"
4;"01124";"01.1.2.4";"002";"Also includes:"
4;"01124";"01.1.2.4";"002.001";"minced meat made of poultry"
4;"01125";"01.1.2.5";"000";"Other meats"
4;"01125";"01.1.2.5";"001";"Includes:"
4;"01125";"01.1.2.5";"001.001";"fresh, chilled or frozen meat of:"
4;"01125";"01.1.2.5";"001.001.001";"horse, mule, donkey, camel and the like"
4;"01125";"01.1.2.5";"001.001.002";"hare, rabbit and game (antelope, deer, boar, pheasant, grouse, pigeon, quail, etc.)"
4;"01125";"01.1.2.5";"001.001.003";"meat of marine mammals (seals, walruses, whales, etc.) and exotic animals (kangaroo, ostrich, alligator, etc.)"
4;"01125";"01.1.2.5";"001.001.004";"animals purchased live for consumption as food"
4;"01126";"01.1.2.6";"000";"Edible offal"
4;"01126";"01.1.2.6";"001";"Includes:"
4;"01126";"01.1.2.6";"001.001";"fresh, chilled, smoked or frozen edible offal"
4;"01127";"01.1.2.7";"000";"Dried, salted or smoked meat"
4;"01127";"01.1.2.7";"001";"Includes:"
4;"01127";"01.1.2.7";"001.001";"dried, salted or smoked meat (sausages, salami, bacon, ham, etc.)"
4;"01128";"01.1.2.8";"000";"Other meat preparations"
4;"01128";"01.1.2.8";"001";"Includes:"
4;"01128";"01.1.2.8";"001.001";"other preserved or processed meat and meat-based preparations (canned meat, meat extracts, meat juices, meat pies, etc.)"
4;"01128";"01.1.2.8";"001.002";"dumplings, filled pancakes with meat"
4;"01128";"01.1.2.8";"001.003";"minced meat, raw or prepared if mixed meat from more than one kind of minced meat"
4;"01128";"01.1.2.8";"001.004";"all kind of pâté, including liver pâté"
4;"01128";"01.1.2.8";"002";"Excludes:"
4;"01128";"01.1.2.8";"003";"- pizza and quiche (s. 01.1.1.5)"
3;"0113";"01.1.3";"000";"Fish and seafood"
3;"0113";"01.1.3";"001";"Includes:"
3;"0113";"01.1.3";"001.001";"fresh, chilled or frozen fish"
3;"0113";"01.1.3";"001.002";"fresh, chilled or frozen seafood (crustaceans, molluscs and other shellfish, sea snails)"
3;"0113";"01.1.3";"001.003";"dried, smoked or salted fish and seafood"
3;"0113";"01.1.3";"001.004";"other preserved or processed fish and seafood and fish and seafood-based preparations (canned fish and seafood, caviar and other hard roes, fish pies, etc.)"
3;"0113";"01.1.3";"002";"Also includes:"
3;"0113";"01.1.3";"002.001";"land crabs, land snails and frogs"
3;"0113";"01.1.3";"002.002";"fish and seafood purchased live for consumption as food"
3;"0113";"01.1.3";"003";"Excludes:"
3;"0113";"01.1.3";"003.001";"soups, broths and stocks containing fish and seafood (s. 01.1.9)"
4;"01131";"01.1.3.1";"000";"Fresh or chilled fish"
4;"01131";"01.1.3.1";"001";"Includes:"
4;"01131";"01.1.3.1";"001.001";"fresh or chilled fish"
4;"01131";"01.1.3.1";"001.002";"fish purchased live for consumption as food"
4;"01132";"01.1.3.2";"000";"Frozen fish"
4;"01132";"01.1.3.2";"001";"Includes:"
4;"01132";"01.1.3.2";"001.001";"frozen fish"
4;"01133";"01.1.3.3";"000";"Fresh or chilled seafood"
4;"01133";"01.1.3.3";"001";"Includes:"
4;"01133";"01.1.3.3";"001.001";"fresh or chilled seafood (crustaceans, molluscs and other shellfish, sea snails)"
4;"01133";"01.1.3.3";"001.002";"seafood purchased live for consumption as food"
4;"01133";"01.1.3.3";"002";"Also includes:"
4;"01133";"01.1.3.3";"002.001";"land crabs, land snails and frogs"
4;"01134";"01.1.3.4";"000";"Frozen seafood"
4;"01134";"01.1.3.4";"001";"Includes:"
4;"01134";"01.1.3.4";"001.001";"frozen seafood"
4;"01135";"01.1.3.5";"000";"Dried, smoked or salted fish and seafood"
4;"01135";"01.1.3.5";"001";"Includes:"
4;"01135";"01.1.3.5";"001.001";"dried, smoked or salted fish and seafood"
4;"01136";"01.1.3.6";"000";"Other preserved or processed fish and seafood-based preparations"
4;"01136";"01.1.3.6";"001";"Includes:"
4;"01136";"01.1.3.6";"001.001";"other preserved or processed fish and seafood and fish and seafood-based preparations (canned fish and seafood, caviar and other hard roes, fish pies, battered fish, etc.)"
4;"01136";"01.1.3.6";"001.002";"dumplings, filled pancakes with fish"
4;"01136";"01.1.3.6";"002";"Excludes:"
4;"01136";"01.1.3.6";"002.001";"pizza and quiche containing fish and seafood (s. 01.1.1.5)"
4;"01136";"01.1.3.6";"002.002";"soups, broths and stocks containing fish and seafood (s. 01.1.9.9)"
3;"0114";"01.1.4";"000";"Milk, cheese and eggs"
3;"0114";"01.1.4";"001";"Includes:"
3;"0114";"01.1.4";"001.001";"raw milk"
3;"0114";"01.1.4";"001.002";"pasteurized or sterilized milk"
3;"0114";"01.1.4";"001.003";"condensed, evaporated or powdered milk"
3;"0114";"01.1.4";"001.004";"yoghurt, cream, milk-based desserts, milk-based beverages and other similar milk-based products"
3;"0114";"01.1.4";"001.005";"cheese and curd"
3;"0114";"01.1.4";"001.006";"eggs and egg products made wholly from eggs"
3;"0114";"01.1.4";"002.001";"milk, cream and yoghurt containing sugar, cocoa, fruit or flavourings"
3;"0114";"01.1.4";"002.002";"dairy products not based on milk such as soya milk"
3;"0114";"01.1.4";"003";"Excludes:"
3;"0114";"01.1.4";"003.001";"butter and butter products (s. 01.1.5)"
4;"01141";"01.1.4.1";"000";"Milk, whole, fresh"
4;"01141";"01.1.4.1";"001";"Includes:"
4;"01141";"01.1.4.1";"001.001";"raw whole milk"
4;"01141";"01.1.4.1";"001.002";"pasteurized or sterilized milk"
4;"01141";"01.1.4.1";"002";"Also includes:"
4;"01141";"01.1.4.1";"002.001";"""ultra-pasteurized"" or ""UHT"" milk"
4;"01142";"01.1.4.2";"000";"Milk, low fat, fresh"
4;"01142";"01.1.4.2";"001";"Includes:"
4;"01142";"01.1.4.2";"001.001";"raw low fat milk"
4;"01142";"01.1.4.2";"001.002";"pasteurized or sterilized milk"
4;"01142";"01.1.4.2";"002";"Also includes:"
4;"01142";"01.1.4.2";"002.001";"""ultra-pasteurized"" or ""UHT"" milk, semi-skimmed milk and skimmed milk"
4;"01143";"01.1.4.3";"000";"Milk, preserved"
4;"01143";"01.1.4.3";"001";"Includes:"
4;"01143";"01.1.4.3";"001.001";"condensed, evaporated or powdered milk"
4;"01144";"01.1.4.4";"000";"Yoghurt"
4;"01144";"01.1.4.4";"001";"Includes:"
4;"01144";"01.1.4.4";"001.001";"yoghurt containing or not sugar, cocoa, fruit or flavourings"
4;"01145";"01.1.4.5";"000";"Cheese and curd"
4;"01145";"01.1.4.5";"001";"Includes:"
4;"01145";"01.1.4.5";"001.001";"hard, semi-hard, blue cheese, cottage cheese, mozzarella, ""fromage blanc"""
4;"01146";"01.1.4.6";"000";"Other milk products"
4;"01146";"01.1.4.6";"001";"Includes:"
4;"01146";"01.1.4.6";"001.001";"cream, milk-based desserts, milk-based beverages and other similar milk-based products"
4;"01146";"01.1.4.6";"001.002";"dairy products not based on milk such as soya milk"
4;"01146";"01.1.4.6";"002";"Excludes:"
4;"01146";"01.1.4.6";"002.001";"butter and butter products (s. 01.1.5.1)"
4;"01146";"01.1.4.6";"002.002";"soya based desserts (s. 01.1.9.4)"
4;"01147";"01.1.4.7";"000";"Eggs"
4;"01147";"01.1.4.7";"001";"Includes:"
4;"01147";"01.1.4.7";"001.001";"eggs and egg products made wholly from eggs"
3;"0115";"01.1.5";"000";"Oils and fats"
3;"0115";"01.1.5";"001";"Includes:"
3;"0115";"01.1.5";"001.001";"butter and butter products (butter oil, ghee, etc.)"
3;"0115";"01.1.5";"001.002";"margarine (including diet margarine) and other vegetable fats (including peanut butter)"
3;"0115";"01.1.5";"001.003";"edible oils (olive oil, corn oil, sunflower-seed oil, cottonseed oil, soybean oil, groundnut oil, walnut oil, etc.)"
3;"0115";"01.1.5";"001.004";"edible animal fats (lard, etc.)"
3;"0115";"01.1.5";"002";"Excludes:"
3;"0115";"01.1.5";"002.001";"cod or halibut liver oil (s. 06.1.1)"
4;"01151";"01.1.5.1";"000";"Butter"
4;"01151";"01.1.5.1";"001";"Includes:"
4;"01151";"01.1.5.1";"001.001";"butter and butter products (butter oil, ghee, etc.)"
4;"01152";"01.1.5.2";"000";"Margarine and other vegetable fats"
4;"01152";"01.1.5.2";"001";"Includes:"
4;"01152";"01.1.5.2";"001.001";"margarine (including diet margarine) and other vegetable fats (including peanut butter)"
4;"01153";"01.1.5.3";"000";"Olive oil"
4;"01153";"01.1.5.3";"001";"Includes:"
4;"01153";"01.1.5.3";"001.001";"olive oil"
4;"01154";"01.1.5.4";"000";"Other edible oils"
4;"01154";"01.1.5.4";"001";"Includes:"
4;"01154";"01.1.5.4";"001.001";"other edible oils (corn oil, sunflower-seed oil, cottonseed oil, soybean oil, groundnut oil, walnut oil, etc.)"
4;"01154";"01.1.5.4";"002";"Excludes:"
4;"01154";"01.1.5.4";"002.001";"cod or halibut liver oil (s. 06.1.1.0)"
4;"01155";"01.1.5.5";"000";"Other edible animal fats"
4;"01155";"01.1.5.5";"001";"Includes:"
4;"01155";"01.1.5.5";"001.001";"edible animal fats (lard, etc.)"
3;"0116";"01.1.6";"000";"Fruit"
3;"0116";"01.1.6";"001";"Includes:"
3;"0116";"01.1.6";"001.001";"fresh, chilled or frozen fruit"
3;"0116";"01.1.6";"001.002";"dried fruit, fruit peel, fruit kernels, nuts and edible seeds"
3;"0116";"01.1.6";"001.003";"preserved fruit and fruit-based products"
3;"0116";"01.1.6";"002";"Also includes:"
3;"0116";"01.1.6";"002.001";"melons and water melons"
3;"0116";"01.1.6";"003";"Excludes:"
3;"0116";"01.1.6";"003.001";"vegetables cultivated for their fruit such as aubergines, cucumbers and tomatoes (s. 01.1.7)"
3;"0116";"01.1.6";"003.002";"jams, marmalades, compotes, jellies, fruit purées and pastes (s. 01.1.8)"
3;"0116";"01.1.6";"003.003";"parts of plants preserved in sugar (s. 01.1.8)"
3;"0116";"01.1.6";"003.004";"fruit juices and syrups (s. 01.2.2)"
4;"01161";"01.1.6.1";"000";"Fresh or chilled fruit"
4;"01161";"01.1.6.1";"001";"Includes:"
4;"01161";"01.1.6.1";"001.001";"melons and water melons, berries"
4;"01162";"01.1.6.2";"000";"Frozen fruit"
4;"01162";"01.1.6.2";"001";"Includes:"
4;"01162";"01.1.6.2";"001.001";"frozen fruit"
4;"01162";"01.1.6.2";"001.002";"frozen berries"
4;"01163";"01.1.6.3";"000";"Dried fruit and nuts"
4;"01163";"01.1.6.3";"001";"Includes:"
4;"01163";"01.1.6.3";"001.001";"dried fruit, fruit peel, fruit kernels"
4;"01163";"01.1.6.3";"001.002";"nuts and edible seeds"
4;"01163";"01.1.6.3";"001.003";"dry berries"
4;"01164";"01.1.6.4";"000";"Preserved fruit and fruit-based products"
4;"01164";"01.1.6.4";"001";"Includes:"
4;"01164";"01.1.6.4";"001.001";"preserved fruit and fruit-based products"
4;"01164";"01.1.6.4";"001.002";"dietary preparations and culinary ingredients based exclusively on fruit"
4;"01164";"01.1.6.4";"001.003";"canned or tinned fruit"
3;"0117";"01.1.7";"000";"Vegetables"
3;"0117";"01.1.7";"001";"Includes:"
3;"0117";"01.1.7";"001.001";"fresh, chilled, frozen or dried vegetables cultivated for their leaves or stalks (asparagus, broccoli, cauliflower, endives, fennel, spinach, etc.), for their fruit (aubergines, cucumbers, courgettes, green peppers, pumpkins, tomatoes, etc.), and for their roots (beetroots, carrots, onions, parsnips, radishes, turnips, etc.)"
3;"0117";"01.1.7";"001.002";"fresh or chilled potatoes and other tuber vegetables (manioc, arrowroot, cassava, sweet potatoes, etc.)"
3;"0117";"01.1.7";"001.003";"preserved or processed vegetables and vegetable-based products"
3;"0117";"01.1.7";"001.004";"products of tuber vegetables (flours, meals, flakes, purées, chips and crisps) including frozen preparations such as chipped potatoes"
3;"0117";"01.1.7";"002";"Also includes:"
3;"0117";"01.1.7";"002.001";"olives, garlic, pulses, sweetcorn"
3;"0117";"01.1.7";"002.002";"sea fennel and other edible seaweed"
3;"0117";"01.1.7";"002.003";"mushrooms and other edible fungi"
3;"0117";"01.1.7";"003";"Excludes:"
3;"0117";"01.1.7";"003.001";"potato starch, tapioca, sago and other starches (s. 01.1.1)"
3;"0117";"01.1.7";"003.002";"soups, broths and stocks containing vegetables (s. 01.1.9)"
3;"0117";"01.1.7";"003.003";"culinary herbs (parsley, rosemary, thyme, etc.) and spices (pepper, pimento, ginger, etc.) (s. 01.1.9)"
3;"0117";"01.1.7";"003.004";"vegetable juices (s. 01.2.2)"
4;"01171";"01.1.7.1";"000";"Fresh or chilled vegetables other than potatoes and other tubers"
4;"01171";"01.1.7.1";"001";"Includes:"
4;"01171";"01.1.7.1";"001.001";"fresh or chilled vegetables cultivated for their leaves or stalks (asparagus, broccoli, cauliflower, endives, fennel, spinach, etc.), for their fruit (aubergines, cucumbers, courgettes, green peppers, pumpkins, tomatoes, etc.) and for their roots (beetroots, carrots, onions, parsnips, radishes, turnips, etc.)"
4;"01172";"01.1.7.2";"000";"Frozen vegetables other than potatoes and other tubers"
4;"01172";"01.1.7.2";"001";"Includes:"
4;"01172";"01.1.7.2";"001.001";"frozen vegetables cultivated for their leaves or stalks (asparagus, broccoli, cauliflower, endives, fennel, spinach, etc.), for their fruit (aubergines, cucumbers, courgettes, green peppers, pumpkins, tomatoes, etc.) and for their roots (beetroots, carrots, onions, parsnips, radishes, turnips, etc.)"
4;"01173";"01.1.7.3";"000";"Dried vegetables, other preserved or processed vegetables"
4;"01173";"01.1.7.3";"001";"Includes:"
4;"01173";"01.1.7.3";"001.001";"vegetable-based products, dietary preparations and culinary ingredients based exclusively on vegetables"
4;"01173";"01.1.7.3";"001.002";"mixtures of vegetables"
4;"01173";"01.1.7.3";"001.003";"canned or tinned vegetables"
4;"01173";"01.1.7.3";"001.004";"pulses"
4;"01174";"01.1.7.4";"000";"Potatoes"
4;"01174";"01.1.7.4";"001";"Includes:"
4;"01174";"01.1.7.4";"001.001";"fresh, chilled and preserved potatoes"
4;"01174";"01.1.7.4";"002";"Also includes:"
4;"01174";"01.1.7.4";"002.001";"frozen preparations such as chipped potatoes"
4;"01174";"01.1.7.4";"003";"Excludes:"
4;"01174";"01.1.7.4";"003.001";"potato starch (s. 01.1.1.8)"
4;"01174";"01.1.7.4";"003.002";"sweet potatoes (s. 01.1.7.6)"
4;"01175";"01.1.7.5";"000";"Crisps"
4;"01175";"01.1.7.5";"001";"Includes:"
4;"01175";"01.1.7.5";"001.001";"potato crisps (simple or using various flavourings and ingredients including seasonings, herbs, spices, cheeses, and artificial additives)"
4;"01175";"01.1.7.5";"001.002";"crisps made from potato, but may also be made from corn, maize, tapioca and other tuber"
4;"01176";"01.1.7.6";"000";"Other tubers and products of tuber vegetables"
4;"01176";"01.1.7.6";"001";"Includes:"
4;"01176";"01.1.7.6";"001.001";"manioc, arrowroot, cassava, sweet potatoes, etc."
4;"01176";"01.1.7.6";"001.002";"products of tuber vegetables (flours, meals, flakes, purées)"
3;"0118";"01.1.8";"000";"Sugar, jam, honey, chocolate and confectionery"
3;"0118";"01.1.8";"001";"Includes:"
3;"0118";"01.1.8";"001.001";"cane or beet sugar, unrefined or refined, powdered, crystallized or in lumps"
3;"0118";"01.1.8";"001.002";"jams, marmalades, compotes, jellies, fruit purées and pastes, natural and artificial honey, maple syrup, molasses and parts of plants preserved in sugar"
3;"0118";"01.1.8";"001.003";"chocolate in bars or slabs, chewing gum, sweets, toffees, pastilles and other confectionery products"
3;"0118";"01.1.8";"001.004";"cocoa-based foods and cocoa-based dessert preparations"
3;"0118";"01.1.8";"001.005";"edible ice, ice cream and sorbet"
3;"0118";"01.1.8";"002";"Also includes:"
3;"0118";"01.1.8";"002.001";"artificial sugar substitutes"
3;"0118";"01.1.8";"002.002";"nougat cream"
3;"0118";"01.1.8";"003";"Excludes:"
3;"0118";"01.1.8";"003.001";"cocoa and chocolate-based powder (s. 01.2.1)"
4;"01181";"01.1.8.1";"000";"Sugar"
4;"01181";"01.1.8.1";"001";"Includes:"
4;"01181";"01.1.8.1";"001.001";"cane or beet sugar, unrefined or refined, powdered, crystallized or in lumps"
4;"01182";"01.1.8.2";"000";"Jams, marmalades and honey"
4;"01182";"01.1.8.2";"001";"Includes:"
4;"01182";"01.1.8.2";"001.001";"jams, marmalades, compotes, jellies, fruit purées and pastes, natural and artificial honey, maple syrup, molasses and parts of plants preserved in sugar"
4;"01183";"01.1.8.3";"000";"Chocolate"
4;"01183";"01.1.8.3";"001";"Includes:"
4;"01183";"01.1.8.3";"001.001";"chocolate and cocoa-based foods and cocoa-based dessert preparations"
4;"01183";"01.1.8.3";"002";"Excludes:"
4;"01183";"01.1.8.3";"002.001";"cocoa and chocolate-based powder (s. 01.2.1.3)"
4;"01184";"01.1.8.4";"000";"Confectionery products"
4;"01184";"01.1.8.4";"001";"Includes:"
4;"01184";"01.1.8.4";"001.001";"chewing gum, sweets, toffees, pastilles and other confectionery products"
4;"01185";"01.1.8.5";"000";"Edible ices and ice cream"
4;"01185";"01.1.8.5";"001";"Includes:"
4;"01185";"01.1.8.5";"001.001";"sorbet"
4;"01186";"01.1.8.6";"000";"Artificial sugar substitutes"
4;"01186";"01.1.8.6";"001";"Includes:"
4;"01186";"01.1.8.6";"001.001";"artificial sugar substitutes"
3;"0119";"01.1.9";"000";"Food products n.e.c."
3;"0119";"01.1.9";"001";"Includes:"
3;"0119";"01.1.9";"001.001";"salt, spices (pepper, pimento, ginger, etc.), culinary herbs (parsley, rosemary, thyme, etc.), sauces, condiments, seasonings (mustard, mayonnaise, ketchup, soy sauce, etc.), vinegar"
3;"0119";"01.1.9";"001.002";"prepared baking powders, baker's yeast, dessert preparations, soups, broths, stocks, culinary ingredients, etc."
3;"0119";"01.1.9";"001.003";"homogenized baby food and dietary preparations irrespective of the composition"
3;"0119";"01.1.9";"002";"Excludes:"
3;"0119";"01.1.9";"002.001";"milk-based desserts (s. 01.1.4)"
3;"0119";"01.1.9";"002.002";"soya milk (s. 01.1.4)"
3;"0119";"01.1.9";"002.003";"artificial sugar substitutes (s. 01.1.8)"
3;"0119";"01.1.9";"002.004";"cocoa-based dessert preparations (s. 01.1.8)"
4;"01191";"01.1.9.1";"000";"Sauces, condiments"
4;"01191";"01.1.9.1";"001";"Includes:"
4;"01191";"01.1.9.1";"001.001";"sauces, condiments, seasonings (mustard, mayonnaise, ketchup, soy sauce, etc.), vinegar"
4;"01192";"01.1.9.2";"000";"Salt, spices and culinary herbs"
4;"01192";"01.1.9.2";"001";"Includes:"
4;"01192";"01.1.9.2";"001.001";"salt, spices (pepper, pimento, ginger, etc.), culinary herbs (parsley, rosemary, thyme, etc.)"
4;"01193";"01.1.9.3";"000";"Baby food"
4;"01193";"01.1.9.3";"001";"Includes:"
4;"01193";"01.1.9.3";"001.001";"homogenized baby food irrespective of the composition"
4;"01194";"01.1.9.4";"000";"Ready-made meals"
4;"01194";"01.1.9.4";"001";"Includes:"
4;"01194";"01.1.9.4";"001.001";"ready-to-eat dishes (tinned food, frozen food or meals prepared in the day), irrespective of the composition, are classified in this category when the price only covers the cost of the product"
4;"01194";"01.1.9.4";"001.002";"sandwiches"
4;"01194";"01.1.9.4";"002";"Excludes:"
4;"01194";"01.1.9.4";"002.001";"pizza and quiche (s. 01.1.1.5)"
4;"01194";"01.1.9.4";"002.002";"pasta and couscous prepared in all forms (s. 01.1.1.6)"
4;"01194";"01.1.9.4";"002.003";"meat pies (s. 01.1.2.8)"
4;"01194";"01.1.9.4";"002.004";"fish pies (s. 01.1.3.6)"
4;"01199";"01.1.9.9";"000";"Other food products n.e.c."
4;"01199";"01.1.9.9";"001";"Includes:"
4;"01199";"01.1.9.9";"001.001";"prepared baking powders, baker's yeast, dessert preparations, soups, broths, stocks, culinary ingredients, etc."
4;"01199";"01.1.9.9";"001.002";"dietary preparations irrespective of the composition"
4;"01199";"01.1.9.9";"002";"Excludes:"
4;"01199";"01.1.9.9";"002.001";"diet margarine (s. 01.1.5.2)"
4;"01199";"01.1.9.9";"002.002";"dietary preparations based exclusively on fruit (s. 01.1.6.4)"
2;"012";"01.2";"000";"Non-alcoholic beverages"
2;"012";"01.2";"001";"The non-alcoholic beverages classified here are those purchased for consumption at home."
2;"012";"01.2";"002";"The group excludes non-alcoholic beverages sold for immediate consumption away from the home by hotels, restaurants, cafés, bars, kiosks, street vendors, automatic vending machines, etc. (s. 11.1.1)."
3;"0121";"01.2.1";"000";"Coffee, tea and cocoa"
